Weight (pounds),Height (inches)
113.589,67.89782
126.3972,69.76854
123.661,66.68039
129.1532,71.3082
153.6931,68.92387
137.4036,70.98202
121.8786,70.09326
123.8796,68.2703
130.4136,68.43097
122.9673,67.48521
124.4946,65.28618
128.2417,69.12615
135.7679,70.05579
121.7592,66.26599
126.609,67.66477
137.2435,67.29123
118.0382,68.77873
137.5337,69.70939
141.8843,70.67986
139.9762,69.66769
132.4239,67.15104
135.7329,68.98937
124.1274,67.42939
137.1755,67.78729
145.4739,64.43099
121.8942,67.67702
132.7112,69.99401
117.6143,69.71816
133.882,69.41796
123.9581,64.96373
132.6457,67.53047
129.1492,69.31009
134.3405,66.40906
128.4416,68.40781
114.8763,66.74614
124.9848,67.0559
111.9708,69.04014
135.6318,69.84443
109.8296,68.11787
127.1728,67.96711
109.7383,64.26845
113.3612,66.38069
141.0062,69.65186
111.4264,67.50995
149.7418,68.59905
113.4099,65.38762
139.7871,69.754
122.4853,66.40135
119.6409,69.97896
133.772,69.31752
144.3102,65.80662
140.6987,66.85982
135.4761,70.3717
129.2973,66.50564
121.9226,66.29807
138.0529,70.79659
143.6876,66.9188
101.8559,67.86452
135.6449,69.26225
115.8313,63.83449
127.3747,68.60409
123.9735,67.03402
119.7485,67.39559
131.9907,65.21454
126.7902,68.28765
128.4257,69.10579
130.4412,68.35335
127.7648,68.07782
132.4672,67.84152
127.6072,65.28594
122.6322,68.1933
114.4872,67.74053
123.7627,67.04758
137.16,65.4041
115.5937,66.17018
116.272,66.80868
125.8577,67.29029
116.7931,70.09532
120.9025,66.80156
118.1354,66.63488
125.3899,69.56506
128.7028,70.60646
130.4404,71.964
106.3826,66.99211
124.5983,64.63998
113.8868,64.46369
118.8642,67.48073
149.722,71.0274
124.7905,66.57652
130.9752,68.8576
118.0379,66.25434
119.9239,68.59622
124.2969,70.5651
135.3963,68.19129
145.9199,68.631
121.817,66.95137
120.4355,65.73162
131.8885,69.39596
155.2243,68.4177
118.7651,68.5373
119.7408,65.89888
134.9478,71.79395
126.0336,64.61857
135.7588,67.95083
120.7578,69.24678
117.0254,69.09927
117.8159,68.66631
128.4943,67.96796
110.7174,68.36887
127.7524,66.49471
133.2153,66.10701
150.5807,69.66455
127.1952,70.8961
119.1795,63.23763
117.7393,67.19734
123.0461,67.85778
131.9317,67.22801
131.1593,69.7057
107.803,68.84395
133.7865,72.34677
134.0578,71.26584
122.8241,69.44174
118.7096,67.29233
101.159,66.81163
128.1226,68.86359
126.8115,66.49126
140.7966,68.04236
122.6033,70.0192
130.1143,67.83242
138.989,69.44946
116.3762,67.26935
127.1921,66.54396
118.2566,70.04568
112.4253,66.75437
104.1932,64.46778
111.022,66.85722
133.9342,67.45724
132.5114,69.45109
129.8988,66.60452
131.6097,67.06108
113.0609,68.42116
116.8366,69.493
140.5955,70.46411
112.8921,68.9279
122.0211,64.0927
120.2619,69.8857
133.7989,70.98109
134.2516,70.75683
122.7467,69.29064
118.8282,67.34605
145.4865,71.60653
127.9355,68.73423
132.2244,70.23183
128.6208,67.73289
119.7817,64.52831
116.8298,66.63655
116.2196,69.76077
127.0848,65.56703
121.1138,68.77343
140.9985,69.40668
137.473,69.43534
142.7223,68.30511
115.913,63.7744
128.3344,65.68321
120.9561,68.33718
147.7559,69.86703
124.3421,65.7249
130.2268,68.1319
139.7271,70.9089
108.6559,67.84388
133.2515,67.27281
124.3751,66.14906
118.8748,67.9919
129.3329,67.75147
126.1978,69.95487
130.0705,65.25717
136.2792,68.78511
144.8563,68.53751
120.6248,66.68688
129.3868,65.88737
124.5234,67.70939
116.9152,63.53168
139.4006,69.49591
133.0404,70.25639
142.8504,68.33535
143.3398,68.20992
131.4263,71.61247
133.0776,68.30837
128.3906,68.79576
110.656,66.11011
151.2357,71.17064
132.1259,65.96844
131.419,69.49436
130.2737,66.1988
124.3257,67.05559
136.5632,70.82173
136.8583,67.84611
112.6355,66.01755
124.778,66.2288
133.0192,66.66816
131.4137,65.48562
148.1053,67.62
119.503,68.82866
126.7202,68.43031
112.4524,64.88057
129.2147,70.71452
126.0144,68.29645
128.5564,68.57851
101.8834,65.66804
126.9565,68.35718
121.8879,68.30827
114.888,67.97439
110.3052,65.44622
135.3551,66.41683
107.941,67.76647
112.8635,70.12719
119.4764,66.45294
132.5905,67.25909
140.1277,67.90183
118.1968,65.12247
137.335,70.54615
127.8738,67.93419
131.5761,68.4073
125.3733,68.0543
125.5772,66.81613
156.698,71.46482
130.4507,66.1986
131.1426,67.78284
137.0717,65.98122
119.8668,71.18172
107.6969,66.63714
108.4938,65.21006
145.489,72.02198
130.4849,67.73998
118.4648,66.80834
151.5249,69.82781
134.8918,69.066
130.8209,67.74345
112.3061,69.05112
104.3853,65.9683
129.2356,69.13584
130.2442,67.40931
130.3329,67.92429
122.1128,68.87862
147.0279,70.78535
116.9758,67.94063
124.1189,68.55731
143.184,67.95809
124.7983,67.14299
135.487,66.31973
123.4288,69.86703
128.6677,70.34807
118.3628,68.33013
126.0558,69.25117
119.8007,69.50442
136.3069,64.7488
136.9996,71.18038
136.4564,68.20414
138.9231,67.20821
129.9965,68.09341
133.9151,67.57946
121.0705,66.36966
115.5771,70.44008
118.1955,69.59612
141.6274,73.18845
114.1008,64.8038
116.9479,63.38823
122.0094,68.42439
130.3053,68.20646
124.3275,68.47766
109.9892,68.13698
120.0656,66.5642
142.782,71.6742
128.7431,67.05255
117.8856,68.85466
122.2601,68.65248
110.911,64.16886
142.7395,67.16001
123.8455,65.06853
136.5818,69.67259
135.4397,67.28347
129.4083,69.90543
113.8244,66.39269
132.1928,69.0075
128.4623,68.90949
108.1906,66.02741
130.7162,68.22004
136.1507,70.8693
117.714,64.98984
119.9848,67.12295
123.3862,67.83454
140.0149,70.74203
103.4251,64.27586
125.9597,68.62938
129.9557,71.83546
124.1999,69.13802
135.7985,69.14398
123.7869,69.86294
122.3199,68.0071
119.2213,64.28003
98.27368,64.80749
137.1619,68.44135
118.3226,67.33811
111.8243,66.23568
135.7816,65.38226
127.6917,69.70013
131.4104,70.21141
127.8096,67.25972
126.6439,68.19324
127.2285,69.34903
136.3402,70.82622
145.2939,68.95895
123.3383,66.35313
113.0354,67.70155
126.4426,66.01282
121.8473,64.67146
116.2627,65.26196
126.3531,64.32105
114.3672,68.19311
138.5337,70.63372
137.0611,67.32161
134.9462,69.07423
112.8386,67.38292
110.6838,66.9492
135.2223,69.37345
128.3909,67.17327
113.3591,64.82297
131.9008,69.74366
122.8494,69.05523
119.1168,68.52817
135.7006,65.77416
129.384,70.49366
135.0245,71.53026
110.3596,68.16348
153.1741,70.15896
141.0451,68.67804
118.5714,64.07479
99.81515,65.63973
129.3775,67.91191
146.1935,67.775
132.9471,69.18617
131.7207,68.01384
117.7949,62.48941
127.3995,67.96079
134.2977,67.82376
111.183,66.92886
134.5976,67.39775
143.8567,67.41853
118.2815,66.08383
119.7774,69.40233
124.3332,68.42976
126.7226,68.65284
110.5105,67.71085
113.5576,66.92357
128.3507,67.28097
132.2953,67.60201
120.7939,69.39436
113.4298,66.10454
129.8796,68.63883
119.3294,66.93124
134.1469,66.52196
118.0702,64.39478
127.3809,67.87061
121.1751,70.43201
118.6765,70.40373
127.3501,68.88718
124.0148,69.10626
131.5479,69.20993
127.1894,66.95677
139.2787,68.55278
121.2197,67.34935
146.126,70.08442
120.4965,66.55493
134.5794,68.39772
127.7031,69.17551
130.9674,67.88832
151.7222,69.23136
136.1953,66.39321
129.0251,66.29156
133.8416,69.27872
123.7323,67.04849
120.447,66.08908
106.4048,65.40789
100.5481,64.41176
147.0279,68.99911
98.96049,63.96038
111.6628,67.25019
138.9752,70.13072
154.7801,73.11393
135.4161,68.46228
131.0502,69.36312
113.1035,64.95313
106.2152,66.01722
114.7051,66.2941
125.1185,70.67693
135.8197,67.33243
127.6135,63.68425
125.9922,67.05486
125.7925,71.57334
149.5795,70.74414
123.895,67.90413
134.9732,70.23876
143.3147,66.42802
120.5478,68.27668
132.964,69.23481
124.8096,66.24127
150.798,71.24159
106.6067,64.23067
129.562,68.13972
138.8618,70.5219
123.557,68.80228
122.5102,71.47939
117.2567,66.25554
125.1901,67.65893
118.1862,66.24544
117.9695,69.4015
124.7147,63.68623
117.4804,67.70352
97.81632,64.58855
121.7761,67.90312
132.5327,69.31825
133.8886,68.78074
103.7879,65.16747
123.8458,67.39659
100.447,64.41103
139.9332,71.47445
114.2059,66.08011
127.9635,69.12359
142.0535,70.18251
149.3159,69.52844
124.7121,65.45636
133.2988,72.1365
112.954,64.01521
121.8452,66.94399
129.2601,70.76624
127.1223,67.1248
137.6657,70.91403
96.98373,69.05992
132.286,68.87014
139.1888,70.56427
140.9494,68.74068
133.5623,66.04751
131.3287,71.5113
131.3793,67.61109
120.4534,67.65123
130.3283,69.26124
111.5429,68.05308
120.3896,70.66922
115.5336,63.44163
114.6908,66.15659
146.4593,68.17946
122.2184,67.26248
135.2309,69.54205
117.6804,68.23248
133.9223,68.37902
112.1593,63.64125
141.1508,71.46636
140.8013,69.26616
155.7611,69.24025
121.5092,67.95744
123.9898,66.88315
130.8852,69.59355
136.9528,70.21228
109.2297,66.76888
134.7424,67.03536
135.6775,72.72333
149.2486,71.27092
120.8985,70.04237
125.4023,67.30938
142.0399,70.92362
136.8164,70.86617
125.1008,71.16906
126.8942,71.27803
134.2947,69.02346
142.0952,70.32898
110.0386,64.65613
116.1683,68.30144
129.2719,68.02501
135.4922,69.54645
120.5153,69.66515
120.8916,66.61978
144.7056,70.70351
123.4342,66.84578
104.7945,66.91022
117.2765,70.46769
125.5647,67.7792
107.2109,65.6698
132.8552,66.92797
142.0706,66.83788
125.9366,66.2109
137.7854,71.51674
127.4162,69.25899
128.5337,66.38182
103.9803,67.98866
121.7137,69.10657
128.6671,66.93244
111.3942,68.78738
127.9976,71.69889
155.8226,71.58625
123.7852,70.22459
129.0836,67.80333
141.1636,66.99804
126.4284,66.69938
107.4346,67.81842
102.8837,65.52188
112.6468,66.26517
132.1592,66.61056
135.7117,69.2276
131.289,69.76883
126.2261,67.25415
146.1599,71.94325
131.4166,70.42889
135.2424,69.14838
117.5543,66.35698
120.2195,67.72308
144.6047,69.32816
119.0143,67.18685
128.0163,64.98016
131.0541,69.50141
117.7252,66.21749
146.4228,66.87048
110.8618,67.26667
118.8636,68.84698
137.3837,69.64577
127.5529,68.42511
130.6234,66.12824
118.7096,66.50649
117.7128,68.22237
132.2301,70.89547
129.8035,66.49191
110.2858,65.92614
133.4747,70.60162
125.1461,69.90771
135.0448,68.17237
114.7389,67.93822
127.2478,67.26702
134.1138,70.93422
132.7763,65.43279
136.0545,68.50404
124.1597,65.32412
124.869,67.15877
104.5371,64.08903
119.364,64.87852
112.3071,68.06382
138.274,67.85512
136.9217,68.69451
138.6279,71.83913
134.195,72.68296
129.5139,72.97709
111.9045,68.69342
125.2037,68.68038
135.1449,70.61549
133.3172,68.58312
122.0944,67.87132
133.484,67.36301
125.7454,70.012
140.3572,71.00838
153.5616,69.54254
126.9459,67.29908
133.2555,68.91619
110.6282,66.98198
131.6131,67.52527
153.1047,68.68913
145.1079,68.0705
106.6298,65.34667
129.4259,68.27458
138.6668,68.43948
125.4484,68.63517
115.5298,65.9169
121.4015,68.75507
121.0915,67.50336
119.5916,67.35686
123.4175,68.74911
125.1802,65.82688
100.9581,63.66383
123.5122,66.73418
121.9292,68.7669
115.3714,63.50262
125.1451,67.76649
123.7199,68.57622
135.5441,69.26441
122.2247,69.68345
124.5403,68.79655
149.4462,71.45548
107.519,67.08221
107.8446,66.30983
130.3873,67.05289
112.7728,66.69178
122.5769,67.73043
137.312,68.00003
102.5589,66.63813
108.267,65.65274
113.4516,69.22019
127.21,64.23796
133.0013,67.5943
136.3197,70.42984
128.19,67.11274
113.4182,67.98772
143.3529,69.89944
118.6167,67.47588
133.249,70.73882
127.4636,67.09517
124.0617,64.63916
114.1656,65.95318
131.5517,70.34111
117.1925,65.08001
127.5686,67.01532
140.1632,67.44816
114.2821,64.62936
128.9279,67.18612
125.3568,69.1269
111.7304,67.48529
133.3954,68.60783
111.3237,66.35991
123.6025,67.23519
124.4485,68.10568
138.3973,64.73949
127.7477,68.29833
131.9046,69.22544
142.6983,68.59662
120.2258,66.28389
112.2964,66.43058
116.3801,64.0014
152.4923,67.44234
102.1984,65.15728
112.9692,65.33919
130.7918,65.70654
112.2244,64.35914
126.7799,65.57652
136.3315,71.05843
122.0408,67.23561
110.5248,65.16695
152.3574,69.84415
124.8794,66.61845
150.5015,67.50831
124.3254,66.40242
123.8979,69.02896
149.6609,69.10557
126.72,68.44275
139.3151,68.64999
131.9203,72.40603
132.3644,67.91361
116.3878,66.90988
134.0194,66.08598
121.2939,67.66889
131.9744,68.76862
117.2521,66.98014
125.9501,68.74833
133.642,70.79517
110.4079,64.31269
120.3599,68.92165
137.2192,67.70132
139.3438,71.41874
114.3909,72.51415
127.7579,68.8114
109.7144,67.13979
130.6229,66.74072
156.5445,69.70146
157.7481,72.75144
139.4558,67.66406
144.4879,68.27904
136.1629,69.24852
138.67,70.34305
135.252,72.09527
127.7587,67.11737
138.0633,71.75284
123.6735,66.32216
128.7746,68.59531
129.0955,67.84571
118.5346,69.33815
122.3126,66.37336
110.3988,66.26652
132.5079,64.87171
109.6037,67.92885
153.9626,70.33507
120.7221,66.34491
137.0787,68.64508
120.2499,67.34987
132.8112,69.2373
131.3,69.88961
125.3647,65.71516
137.538,69.20236
143.9874,72.83266
122.0885,63.90262
125.0461,65.38753
123.6793,65.11627
125.6445,68.0761
143.9183,70.38111
125.3891,68.29328
121.1097,66.17228
126.3802,69.01299
118.3443,64.39616
137.5244,69.66799
148.1291,70.11684
138.4174,70.67615
154.5974,71.67171
132.011,70.98541
120.464,68.69251
130.6484,66.13051
145.7772,72.18172
120.2569,64.49398
120.904,71.09941
130.0656,68.20045
113.2041,66.33023
138.0165,67.04367
127.9004,68.30547
125.2414,69.18392
135.8445,68.03723
133.4506,66.57552
126.5701,67.96196
131.8625,70.04325
136.6633,66.82989
119.3338,66.06785
114.521,66.73451
131.6491,68.59738
118.3885,67.93096
140.8166,68.29048
136.7163,65.61713
133.5565,68.83511
121.6358,68.41749
125.9208,68.29963
120.9513,67.07739
127.0931,65.28695
132.7942,69.56663
139.112,69.96385
156.6047,71.49172
130.0836,72.06918
136.4392,68.32088
124.4338,69.41193
141.7445,69.30554
149.8366,70.28825
155.5462,74.74047
128.0993,67.89908
124.2271,63.31957
117.1974,68.88209
117.9989,66.09881
135.4289,68.39956
119.0041,65.81467
123.0958,66.51669
128.9492,66.68897
122.1515,68.85866
117.6903,65.28602
121.8754,67.45382
104.7868,65.72572
138.1944,69.1809
119.7814,67.19123
115.3964,67.95791
133.6208,69.90153
120.1496,69.36667
123.5765,68.2609
123.3573,67.73458
124.5313,67.99545
120.1386,67.02058
118.3992,68.0984
136.2293,69.07483
150.1478,68.55788
91.79628,67.88128
117.3649,64.57218
111.9679,65.66127
122.1909,67.40301
136.2613,67.55072
110.5685,66.3712
140.8798,69.03177
139.21,69.56693
142.6499,67.997
116.9825,67.77191
146.4642,70.25823
129.5468,67.55181
123.4447,68.46142
118.7967,66.27821
128.4656,67.16134
127.2149,70.74503
130.2909,64.41245
135.9627,69.93806
141.925,66.89486
129.5942,69.35583
115.0746,70.31031
108.6499,65.16672
116.5107,66.13636
118.4187,69.9459
130.5573,65.77942
123.4043,65.37242
112.6009,67.52532
130.1065,65.66027
125.6412,68.08438
141.2656,70.20405
126.8049,68.09138
130.7656,69.8622
165.4348,71.2364
118.1487,67.73715
139.1271,68.97119
116.3499,65.20052
143.052,68.44766
123.8261,69.85374
133.8745,68.53738
131.8549,67.83017
127.9094,66.23251
115.487,65.89304
121.1499,65.6772
136.4819,66.76883
122.1892,69.74836
110.8825,66.02269
142.7609,67.8839
132.0453,67.9508
129.7618,68.08386
116.0603,67.34271
112.7088,68.1341
140.5868,70.01101
132.5872,67.81576
152.6402,71.44931
132.6471,66.86293
97.03296,66.96378
142.2524,70.86922
124.2275,66.07424
131.0273,63.1202
123.7088,66.13073
128.567,68.49757
126.1548,67.64703
111.5291,64.13542
111.5203,65.18415
102.8829,65.28989
130.9771,66.93899
131.7523,69.76519
131.6752,70.14971
128.3103,69.76427
111.8919,66.79976
111.8224,64.24878
130.8118,66.26232
140.4376,67.36842
136.2962,69.54224
135.0448,70.7088
107.0114,68.30583
115.0584,68.77584
110.4544,64.57222
131.4099,70.37127
126.3269,65.67011
146.1756,70.20753
121.1153,64.77025
137.7634,71.3765
141.5469,67.69573
124.1185,67.51762
137.8119,67.19765
133.0114,67.1093
123.958,69.1917
119.1435,69.15525
121.2642,69.86536
127.9168,66.32886
121.1058,67.86215
116.4098,68.27113
126.6246,65.76944
130.5733,67.92933
123.3636,71.2216
119.4482,66.912
131.0606,67.41402
119.8691,67.22463
134.7133,68.55061
141.621,70.89052
100.993,64.97357
115.0079,67.54977
147.6032,69.25733
141.9304,68.42616
128.7245,66.83894
123.8116,69.12521
126.6764,65.94202
137.3675,69.15548
130.1165,66.63132
122.1703,69.7449
125.3675,68.182
108.9061,63.34895
120.2951,65.91937
117.7427,68.34026
147.5066,69.17937
124.0377,65.73096
137.7447,65.25774
117.1612,66.95904
102.788,67.46686
109.287,64.5303
106.3999,68.22274
149.3723,69.74043
115.1647,66.82473
106.6478,66.7667
104.4031,66.60791
106.6763,66.22167
126.4268,66.96213
144.5438,70.45353
127.6123,71.72731
136.6216,69.12426
125.4496,68.64719
112.6545,65.7677
137.5083,69.92728
131.6857,66.95014
143.0834,68.99774
127.6948,71.31319
131.4081,65.88245
117.7972,68.39531
133.7194,69.5689
127.2561,69.82927
111.2289,67.95272
133.427,68.98352
111.5773,65.59897
146.9392,66.58067
133.8558,67.7046
144.8165,69.99147
121.3657,69.95446
129.0169,69.13713
123.4454,67.36034
104.6736,64.50897
112.5689,64.64068
134.9969,69.21305
141.6769,70.40988
130.6472,68.39682
150.2712,69.95437
129.5662,67.70414
143.1277,70.21315
140.8115,71.55881
118.1262,65.74844
115.5208,65.92318
139.0805,68.39851
117.7219,67.13347
113.4222,69.06374
107.9401,69.31382
130.7315,68.40244
109.7068,66.16601
134.0751,68.7271
100.6523,67.8651
103.7386,65.13709
128.9968,68.3908
140.9024,69.0989
116.0327,70.78829
103.8567,66.82614
135.0276,68.51919
115.1669,63.42416
138.4376,68.67133
141.5566,68.69668
132.1818,68.74929
149.1847,67.80121
133.2206,66.66077
125.0592,65.65457
123.0962,67.32239
135.0891,65.64744
115.675,66.16885
129.7317,68.84435
132.3889,70.3845
121.0638,64.15154
121.1675,65.93081
124.7448,66.42939
128.85,67.0965
118.6532,67.67338
135.3278,67.32413
129.3913,70.519
124.8871,66.28763
131.4067,66.89899
129.9693,68.60623
111.3161,65.64473
116.4266,67.57584
117.229,67.27226
143.4394,68.58803
131.5186,69.20003
115.0614,69.54645
110.8142,66.96253
124.7478,64.22288
129.2592,65.11698
123.3457,67.36456
124.9092,67.49718
142.7313,68.31028
127.9696,70.80122
133.0576,66.93479
131.14,67.75842
119.4379,63.81449
132.3252,68.51883
125.7225,70.23493
133.7697,68.61403
136.8378,68.03872
122.7787,69.29088
135.0683,71.26954
110.2655,64.91601
124.0557,67.18613
125.8297,70.79073
129.0521,69.88144
122.8552,66.10857
129.3487,70.34043
128.7553,70.71954
113.5357,68.49864
118.1635,64.68471
125.1218,67.81336
116.7349,67.32677
139.2165,70.80715
133.8987,68.27181
144.0007,67.79985
127.7861,70.24363
108.916,69.0627
109.8435,68.64606
122.3513,68.43749
118.0219,66.564
132.5926,68.73434
131.2347,70.34988
132.9566,68.32147
150.0004,68.85217
138.4704,70.0906
125.8273,71.53276
131.4501,68.42484
122.8021,68.58043
121.4833,68.58863
125.8598,66.78852
140.8371,71.05294
119.2717,67.87961
135.1764,68.17244
141.1003,70.42742
119.4295,67.19885
123.1239,68.59893
117.3794,68.32595
121.2559,65.62714
154.9343,70.04301
122.0905,68.38119
126.9393,67.52926
124.0167,68.10619
108.8987,65.46141
128.834,67.06246
129.1537,65.34267
130.5011,70.5704
157.8066,72.34839
110.1138,60.27836
103.0198,67.61855
144.1566,71.49569
124.4705,68.74794
135.1641,69.91849
112.8648,65.19504
126.0162,68.38232
122.1221,67.25518
127.7623,68.93483
123.1308,68.44699
132.9695,66.32658
117.9713,69.33376
125.2872,67.53281
125.7753,70.46549
114.7755,66.48216
124.9968,65.5645
136.3553,68.55191
139.5419,69.95594
140.3966,69.92062
133.3225,67.83218
130.3175,67.42913
124.9376,66.70177
122.9461,70.21284
126.7309,67.96958
120.0718,67.92194
134.3642,68.80637
139.7602,69.10289
123.1635,70.25784
122.6852,66.35824
118.2763,66.29874
134.1059,69.23979
123.4101,69.96459
130.2675,70.33325
123.0713,67.8791
140.0347,69.80115
149.4641,71.85087
135.3824,68.86095
139.32,68.26626
132.8191,68.22977
134.2836,68.87266
119.1176,68.69331
124.9842,69.50191
126.6367,67.13278
112.9545,68.07784
132.3679,65.60161
108.6773,66.25651
117.4159,65.57211
100.181,69.01055
107.6959,64.2501
129.8113,70.00883
147.3407,67.42102
142.2231,65.37725
122.3176,66.4546
135.4493,66.25961
112.4972,64.69471
149.3595,70.89926
126.9729,67.05572
132.4495,66.16531
135.8181,67.22303
124.8695,69.51503
115.6159,65.44081
109.6408,66.5001
121.2501,66.04055
132.2297,67.5518
129.0295,69.06258
129.4721,65.86704
136.9183,66.38913
123.9572,67.06884
119.476,65.41938
128.5198,70.53863
128.774,66.42745
121.3385,67.52661
123.358,70.4217
130.7818,69.38026
134.8107,66.94303
123.5263,66.50907
128.9403,67.29972
139.2252,69.81584
120.8477,67.38016
126.4529,67.70214
130.6785,69.10227
121.4563,67.94031
123.7273,68.26271
132.0902,67.5991
143.8473,70.1651
134.9782,68.83927
117.2842,68.96635
128.5372,67.11342
121.7078,67.68551
123.3311,66.45664
106.7602,66.89404
120.5271,69.61824
149.6303,74.04804
142.7772,69.64822
115.4178,68.92365
119.6295,67.36277
134.3189,68.34878
128.4332,66.00426
126.6413,69.14864
117.5148,68.49425
134.2341,68.06637
144.9647,72.93887
132.6478,66.18115
119.7057,67.99965
117.8036,66.96461
137.5251,67.74233
127.1944,67.25235
118.6825,68.93064
122.408,67.66692
127.859,68.36323
124.2807,68.5151
126.3488,68.59649
117.1268,67.89703
123.3066,68.54559
130.224,68.57763
129.1373,65.30062
132.1716,69.64468
139.3675,68.60546
120.0443,66.67257
135.3145,67.51525
128.2222,69.19989
144.365,69.93288
129.3353,67.73185
126.148,69.01928
122.8646,68.85323
107.047,64.28729
143.1819,72.16006
141.3709,67.89779
122.7892,69.10375
137.5148,65.65523
117.8694,68.82547
122.2078,68.48097
117.8087,66.68648
126.9058,66.62504
103.1333,64.97433
78.56785,61.90725
139.1241,66.97721
111.8809,66.48817
128.2333,66.08182
120.26,67.8436
148.3076,68.57876
142.7289,68.22504
113.9473,65.79376
137.6963,69.42855
128.2394,69.73313
96.95428,66.27846
149.4527,70.91261
138.425,69.76864
123.4958,66.6929
138.9076,67.84359
123.4689,69.76751
148.3832,70.53942
134.5561,68.88232
132.0017,67.76694
115.6036,69.68007
114.5099,70.30177
131.135,68.39681
137.2308,68.67559
113.6762,67.25836
135.9751,68.33766
133.9187,68.73641
135.1867,69.74424
119.4333,66.69188
108.1177,62.52876
117.106,65.53571
115.6559,66.18274
117.3108,69.41864
119.7923,67.08846
134.2886,65.80637
147.1002,70.23935
112.1983,65.33009
121.3022,65.74455
126.1829,68.90467
121.7585,69.09536
130.9674,68.01171
120.5844,67.90225
123.8478,67.34009
108.9752,66.46165
134.2032,66.75233
120.1313,70.18221
122.7568,66.7024
128.4038,67.3595
123.6703,69.08157
132.496,70.2507
138.9897,69.6539
139.3765,68.02248
127.1687,69.56277
137.1892,68.46777
124.7676,67.83868
107.7261,65.61422
139.142,69.45527
126.9862,66.28291
129.8583,67.56837
120.9723,70.12988
124.3325,68.93421
126.6826,68.81879
130.4177,65.99333
127.9307,66.81007
124.4599,67.94457
145.451,71.4938
131.2823,65.07798
137.4994,69.62029
139.3524,67.5144
134.8715,68.40947
110.5781,66.00603
123.6727,68.33191
112.5046,67.87778
119.726,68.97539
130.8928,68.35379
139.5173,67.18885
125.7713,64.66663
141.3167,70.8471
123.4676,65.85219
117.2936,65.77447
133.6229,67.52969
137.1679,67.40883
126.2247,66.12206
133.3822,67.61112
128.3061,65.59254
121.0049,66.38916
121.2644,68.18774
112.9015,66.10402
122.4457,67.64821
125.0148,66.43868
117.6413,63.50433
140.1673,67.40581
144.6597,68.88553
109.6336,64.19132
124.6717,64.87451
128.8533,67.55913
143.172,71.62407
121.2207,67.8134
127.9349,67.20623
114.6993,67.80392
130.2931,67.19869
109.7363,67.85377
128.6075,66.70262
142.884,72.60211
120.9967,68.85807
121.9698,69.56765
120.3264,66.10458
132.8096,67.18371
128.7753,71.11644
144.7966,70.62083
120.1358,66.12419
150.6544,68.95687
119.9506,65.39463
134.1303,70.83034
132.4712,68.86758
132.0698,68.49492
149.0804,72.26615
105.5179,65.71143
105.7427,67.46158
114.3532,68.12008
140.5532,69.77291
104.8758,67.17396
149.3951,69.58187
112.4751,64.85647
113.5514,66.92813
116.7548,66.84465
115.7098,66.43222
142.9501,70.39773
112.6102,69.64527
112.1167,67.05199
144.3144,66.43058
127.7941,67.29006
123.5864,67.97572
105.5294,68.42735
131.487,66.59713
130.6901,68.31497
106.985,64.94728
138.3584,68.8079
144.5436,71.29561
110.2896,66.60855
138.6818,71.44829
126.5717,69.38522
138.3463,69.28534
104.3434,67.09518
127.4558,66.14266
122.9376,65.73548
119.2303,68.80922
123.4953,66.25755
118.9634,67.38101
123.4155,65.25753
114.8697,67.71714
125.7726,65.88163
123.9655,65.66446
129.4752,66.97416
114.2066,68.27905
114.2463,66.07261
110.8099,67.56389
116.0348,67.94376
105.3112,64.40307
123.4273,69.2191
140.9132,67.70481
129.0039,65.15201
135.3481,67.30379
114.4659,66.98384
109.06,68.08508
122.3172,64.70474
122.363,66.42674
125.1168,66.91386
114.5379,67.22538
134.8329,70.21976
132.3451,71.3139
116.6307,65.53063
134.8631,69.46173
118.1414,66.22806
124.8956,70.16115
135.25,68.41222
148.0173,69.82319
120.4157,67.17432
129.6002,69.29115
130.5398,67.82581
132.3121,66.40623
124.3289,67.73226
139.6425,69.2642
126.3862,69.89742
112.6904,69.27103
118.9721,70.4306
110.3825,64.2193
121.521,66.07677
124.7791,68.1361
105.3489,64.23356
119.0062,65.91925
138.3937,69.39355
125.8656,67.73392
129.9777,69.48989
132.0128,67.33814
126.8215,66.07833
117.0051,65.98334
124.4335,66.44921
147.0065,69.69715
133.4775,67.12772
129.6103,66.57638
159.4214,68.47646
124.7975,66.73179
145.742,69.19577
124.7159,68.83063
123.54,67.66406
124.2937,65.43432
113.9478,66.14658
128.1522,67.8811
119.9046,68.13498
135.291,67.73894
141.912,65.59068
133.4959,67.95201
135.3263,69.19122
140.1555,69.51645
121.1786,68.74287
123.7826,66.52495
145.0336,69.12783
126.01,67.94469
114.544,66.97412
118.5872,68.3347
125.4137,67.80615
118.6805,68.84585
123.1756,66.41209
112.5476,70.29823
146.1078,69.26533
112.6632,66.6775
134.6615,67.20009
123.5835,66.72465
117.5098,68.44557
124.6579,68.83239
140.3997,69.08936
116.5837,67.16286
132.9801,67.39555
116.9799,66.28334
117.2319,68.24699
113.6457,64.78907
106.108,64.50572
136.8676,70.29401
110.3999,65.22177
123.509,65.86641
99.16114,66.10418
119.6668,68.80487
131.5827,69.24299
110.0727,66.09521
150.4801,71.18037
124.4662,68.1098
134.3146,68.53379
109.2781,63.70189
122.5196,66.46061
127.0227,68.8741
142.6998,66.09188
134.6381,65.6822
126.922,68.95243
122.4413,67.89356
110.5326,64.73622
